DAUID,transit_stop_count
24410065,0
24410066,0
24410067,0
24410068,0
24410069,0
24410070,0
24410071,0
24410072,0
24410073,0
24410074,0
24410075,0
24410076,0
24420040,0
24420041,0
24420042,0
24420043,0
24420044,0
24420045,0
24420046,0
24420047,0
24420048,0
24420049,0
24420050,0
24420051,0
24420052,0
24420053,0
24420054,0
24420055,0
24420056,0
24420057,0
24420058,0
24420059,0
24420060,0
24420061,0
24420062,0
24420063,0
24420064,0
24420065,0
24420066,0
24420067,0
24420068,0
24420069,0
24420070,0
24420071,0
24420072,0
24420073,0
24420074,0
24420075,0
24420076,0
24420077,0
24420078,0
24420080,0
24420081,0
24420082,0
24420083,0
24420084,0
24420085,0
24420086,0
24420087,0
24420088,0
24420090,0
24420091,0
24420092,0
24420093,0
24420094,0
24420095,0
24420096,0
24420097,0
24420099,0
24430011,0
24430012,0
24430013,0
24430014,0
24430015,0
24430016,0
24430017,0
24430018,0
24430019,0
24430020,0
24430021,0
24430022,0
24430023,0
24430024,0
24430025,0
24430026,0
24430027,0
24430028,0
24430029,0
24430030,0
24430031,0
24430032,0
24430033,0
24430034,0
24430035,0
24430036,0
24430037,0
24430038,0
24430039,0
24430040,0
24430041,0
24430042,0
24430043,0
24430044,0
24430045,0
24430046,0
24430047,0
24430048,0
24430049,0
24430050,0
24430051,0
24430052,0
24430053,0
24430054,0
24430055,0
24430057,0
24430058,0
24430059,0
24430060,0
24430061,0
24430064,0
24430066,0
24430067,0
24430069,0
24430070,0
24430071,0
24430072,0
24430073,0
24430074,0
24430075,0
24430077,0
24430078,0
24430079,0
24430080,0
24430081,0
24430082,0
24430083,0
24430084,0
24430085,0
24430086,0
24430087,0
24430088,0
24430089,0
24430091,0
24430092,0
24430094,0
24430119,0
24430120,0
24430121,0
24430122,0
24430123,0
24430124,0
24430125,0
24430126,0
24430127,0
24430128,0
24430129,0
24430130,0
24430131,0
24430132,0
24430133,0
24430134,0
24430135,0
24430136,0
24430137,0
24430138,0
24430139,0
24430147,0
24430148,0
24430149,0
24430150,0
24430151,0
24430152,0
24430153,0
24430154,0
24430155,0
24430156,0
24430157,0
24430158,0
24430159,0
24430160,0
24430161,0
24430162,0
24430163,0
24430164,0
24430165,0
24430166,0
24430167,0
24430168,0
24430169,0
24430172,0
24430173,0
24430174,0
24430175,0
24430176,0
24430177,0
24430178,0
24430179,0
24430180,0
24430207,0
24430217,0
24430218,0
24430220,0
24430221,0
24430222,0
24430223,0
24430224,0
24430225,0
24430226,0
24430227,0
24430228,0
24430229,0
24430230,0
24430231,0
24430232,0
24430233,0
24430234,0
24430235,0
24430236,0
24430237,0
24430238,0
24430239,0
24430240,0
24430241,0
24430242,0
24430243,0
24430244,0
24430245,0
24430246,0
24430247,0
24430248,0
24430249,0
24430250,0
24430251,0
24430252,0
24430253,0
24430254,0
24430255,0
24430256,0
24430257,0
24430258,0
24430259,0
24430260,0
24430261,0
24430262,0
24430263,0
24430264,0
24430265,0
24430266,0
24430267,0
24430268,0
24430269,0
24430270,0
24430271,0
24430272,0
24430273,0
24430274,0
24430275,0
24430276,0
24430277,0
24430278,0
24430279,0
24430280,0
24430281,0
24430282,0
24430283,0
24430284,0
24430285,0
24430286,0
24430287,0
24430288,0
24430289,0
24430290,0
24430291,0
24430292,0
24430293,0
24430294,0
24430295,0
24430296,0
24430297,0
24430298,0
24430299,0
24430300,0
24430301,0
24430302,0
24430303,0
24430304,0
24430305,0
24430306,0
24430307,0
24430308,0
24430309,0
24430310,0
24430311,0
24430312,0
24430314,0
24430315,0
24430317,0
24430318,0
24430319,0
24430322,0
24430323,0
24430324,0
24430325,0
24430326,0
24430327,0
24430328,0
24430329,0
24430330,0
24430331,0
24430332,0
24430333,0
24430334,0
24430335,0
24430336,0
24430338,0
24430339,0
24430340,0
24430342,0
24440031,0
24440032,0
24440033,0
24440034,0
24440035,0
24440036,0
24440037,0
24440038,0
24440039,0
24440040,0
24440041,0
24440042,0
24440043,0
24440044,0
24440045,0
24440046,0
24440047,0
24440048,0
24440049,0
24440050,0
24440051,0
24440052,0
24440053,0
24440054,0
24440055,0
24440056,0
24440057,0
24440058,0
24440059,0
24440060,0
24440061,0
24440062,0
24440063,0
24440064,0
24440065,0
24440066,0
24450076,0
24450077,0
24450078,0
24450079,0
24450080,0
24450081,0
24450082,0
24450083,0
24450084,0
24450085,0
24450086,0
24450087,0
24450088,0
24450089,0
24450090,0
24450091,0
24450092,0
24450093,0
24450094,0
24450095,0
24450096,0
24450097,0
24450098,0
24450099,0
24450100,0
24450101,0
24450102,0
24450103,0
24450104,0
24450105,0
24450106,0
24450107,0
24450108,0
24450109,0
24450110,0
24450111,0
24450112,0
24450113,0
24450114,0
24450115,0
24450116,0
24450118,0
24450119,0
24450120,0
24450121,0
24450122,0
24450123,0
24450124,0
24450125,0
24450126,0
24450127,0
24450128,0
24450129,0
24450130,0
24450131,0
24450132,0
24450133,0
24450134,0
24450135,0
24450136,0
24450137,0
24450138,0
24450139,0
24450140,0
24450141,0
24450142,0
24450143,0
24450144,0
24450145,0
24450146,0
24450147,0
24450148,0
24450149,0
24450150,0
24450151,0
24450152,0
24450153,0
24450154,0
24450155,0
24460071,0
24460072,0
24460073,0
24460074,0
24460075,0
24460076,0
24460077,0
24460078,0
24460079,0
24460080,0
24460081,0
24460082,0
24460083,0
24460084,0
24460085,0
24460086,0
24460087,0
24460088,0
24460089,0
24460090,0
24460091,0
24460092,0
24460093,0
24460094,0
24460095,0
24460096,0
24460097,0
24460098,0
24460099,0
24460100,0
24460101,0
24460102,0
24460103,0
24460104,0
24460105,0
24460106,0
24460107,0
24460108,0
24460109,0
24460110,0
24460111,0
24460112,0
24460113,0
24460114,0
24460115,0
24460116,0
24460117,0
24460118,0
24460119,0
24460120,0
24460121,0
24460122,0
24460123,0
24460124,0
24460125,0
24460126,0
24460127,0
24460128,0
24460129,0
24460130,0
24460131,0
24460132,0
24460133,0
24460134,0
24460135,0
24460136,0
24460137,0
24460138,0
24460139,0
24460140,0
24460141,0
24460142,0
24460143,0
24460144,0
24460145,0
24460146,0
24460147,0
24460148,0
24460149,0
24460150,0
24460151,0
24460152,0
24460153,0
24460154,0
24460155,0
24460156,0
24460157,0
24460158,0
24460159,0
24460160,0
24460161,0
24460162,0
24460163,0
24460164,0
24460165,0
24460166,0
24460250,0
24460251,0
24460252,0
24460253,0
24460254,0
24460255,0
24460256,0
24460257,0
24460258,0
24460259,0
24470097,0
24470098,0
24470099,0
24470100,0
24470101,0
24470102,0
24470103,0
24470104,0
24470105,0
24470106,0
24470107,0
24470108,0
24470109,0
24470110,0
24470111,0
24470112,0
24470113,0
24470114,0
24470115,0
24470116,0
24470117,0
24470118,0
24470119,0
24470120,0
24470121,0
24470122,0
24470123,0
24470124,0
24470125,0
24470126,0
24470127,0
24470128,0
24470129,0
24470130,0
24470131,0
24470132,0
24470133,0
24470134,0
24470135,0
24470136,0
24470137,0
24470138,0
24470139,0
24470140,0
24470141,0
24470142,0
24470143,0
24470144,0
24470145,0
24470146,0
24470147,0
24470148,0
24470149,0
24470150,0
24470151,0
24470152,0
24470153,0
24470154,0
24470155,0
24470156,0
24470157,0
24470158,0
24470159,0
24470160,0
24470161,0
24470162,0
24470163,0
24470164,0
24470165,0
24470166,0
24470167,0
24470168,0
24470169,0
24470170,0
24470171,0
24470172,0
24470173,0
24470174,0
24470175,0
24470176,0
24470177,0
24470178,0
24470179,0
24470180,0
24470181,0
24470182,0
24470183,0
24470184,0
24470185,0
24470186,0
24470187,0
24470188,0
24470189,0
24470190,0
24470191,0
24470192,0
24470193,0
24470194,0
24470195,0
24470196,0
24470197,0
24470198,0
24470199,0
24470200,0
24470201,0
24470202,0
24470203,0
24470204,0
24470205,0
24470206,0
24470207,0
24470208,0
24470209,0
24470210,0
24470211,0
24470212,0
24470213,0
24470214,0
24470215,0
24470216,0
24470217,0
24470218,0
24470219,0
24470220,0
24470221,0
24470222,0
24470223,0
24470224,0
24470225,0
24470226,0
24470227,0
24470228,0
24470229,0
24470230,0
24470231,0
24470232,0
24470233,0
24470234,0
24470235,0
24470236,0
24470237,0
24470238,0
24470239,0
24470240,0
24470241,0
24470242,0
24470243,0
24470244,0
24470245,0
24470246,0
24470247,0
24470248,0
24470249,0
24470260,0
24470261,0
24480024,0
24480025,0
24480026,0
24480027,0
24480028,0
24480029,0
24480030,0
24480031,0
24480032,0
24480033,0
24480034,0
24480035,0
24480036,0
24480037,0
24480038,0
24480039,0
24480040,0
24480041,0
24480042,0
24480043,0
24480044,0
24480045,0
24480046,0
24480047,0
24480048,0
24480049,0
24480050,0
24480051,0
24480052,0
24480053,0
24480054,0
24490132,0
24490133,0
24490134,0
24490135,0
24490136,0
24490137,0
24490138,0
24490139,0
24490140,0
24490141,0
24490142,0
24490143,0
24490144,0
24490145,0
24490146,0
24490147,0
24490148,0
24490149,0
24490150,0
24490151,0
24490152,0
24490153,0
24490154,0
24490155,0
24490156,0
24490157,0
24490158,0
24490159,0
24490160,0
24490161,0
24490162,0
24490163,0
24490164,0
24490165,0
24490166,0
24490167,0
24490168,0
24490169,0
24490170,0
24490171,0
24490172,0
24490173,0
24490174,0
24490175,0
24490176,0
24490177,0
24490178,0
24490179,0
24490180,0
24490181,0
24490182,0
24490183,0
24490184,0
24490185,0
24490186,0
24490187,0
24490188,0
24490189,0
24490190,0
24490191,0
24490192,0
24490193,0
24490194,0
24490195,0
24490196,0
24490197,0
24490198,0
24490199,0
24490200,0
24490201,0
24490202,0
24490203,0
24490204,0
24490205,0
24490206,0
24490207,0
24490208,0
24490209,0
24490210,0
24490211,0
24490212,0
24490213,0
24490214,0
24490215,0
24490216,0
24490217,0
24490218,0
24490219,0
24490220,0
24490221,0
24490222,0
24490223,0
24490224,0
24490225,0
24490226,0
24490227,0
24490228,0
24490229,0
24490230,0
24490231,0
24490232,0
24490233,0
24490234,0
24490235,0
24490236,0
24490237,0
24490238,0
24490239,0
24490240,0
24490241,0
24490242,0
24490243,0
24490244,0
24490245,0
24490246,0
24490247,0
24490248,0
24490249,0
24490250,0
24490251,0
24490252,0
24490253,0
24490254,0
24490255,0
24490256,0
24490257,0
24490258,0
24490259,0
24490260,0
24490261,0
24490262,0
24490263,0
24490264,0
24490265,0
24490266,0
24490267,0
24490268,0
24490269,0
24490270,0
24490271,0
24490272,0
24490273,0
24490274,0
24490275,0
24490276,0
24490277,0
24490278,0
24490279,0
24490280,0
24490281,0
24490282,0
24490283,0
24490284,0
24490285,0
24490286,0
24490287,0
24490288,0
24490289,0
24490290,0
24490291,0
24490292,0
24490293,0
24490294,0
24490295,0
24490296,0
24490297,0
24490298,0
24490299,0
24490300,0
24490301,0
24490302,0
24490303,0
24490304,0
24490305,0
24490306,0
24490307,0
24490308,0
24490309,0
24490310,0
24490311,0
24490312,0
24490313,0
24490314,0
24490315,0
24490316,0
24490317,0
24500048,0
24500049,0
24500050,0
24500051,0
24500052,0
24500053,0
24500054,0
24500055,0
24500056,0
24500057,0
24500058,0
24500059,0
24500060,0
24500061,0
24500062,0
24500063,0
24500064,0
24500065,0
24500066,0
24500067,0
24500068,0
24500069,0
24500070,0
24500071,0
24500072,0
24500073,0
24500074,0
24500075,0
24500076,0
24500077,0
24500078,0
24500079,0
24500080,0
24500081,0
24500082,0
24500083,0
24500084,0
24500085,0
24500086,0
24500087,0
24500088,0
24500089,0
24500090,0
24500091,0
24500092,0
24500093,0
24500094,0
24500095,0
24500096,0
24500097,0
24500098,0
24510043,0
24510044,0
24510045,0
24510047,0
24510048,0
24510049,0
24510050,0
24510051,0
24510052,0
24510053,0
24510054,0
24510055,0
24510056,0
24510057,0
24510058,0
24510060,0
24510061,0
24510062,0
24510063,0
24510064,0
24510065,0
24510066,0
24510067,0
24510068,0
24510069,0
24510070,0
24510071,0
24510072,0
24510073,0
24510074,0
24510075,0
24510076,0
24510077,0
24510078,0
24510079,0
24510080,0
24510081,0
24510082,0
24510083,0
24510084,0
24510085,0
24510086,0
24510087,0
24510088,0
24510089,0
24510090,0
24510091,0
24510092,0
24510093,0
24510094,0
24510095,0
24510096,0
24510098,0
24510099,0
24510101,0
24510102,0
24510103,0
24510105,0
24510106,0
24510108,0
24520058,0
24520059,0
24520060,0
24520061,0
24520062,0
24520063,7
24520064,4
24520065,7
24520066,6
24520067,5
24520068,0
24520069,0
24520070,2
24520071,0
24520072,0
24520073,0
24520074,0
24520075,0
24520076,0
24520077,0
24520078,0
24520079,0
24520080,0
24520081,11
24520082,11
24520083,11
24520084,9
24520085,4
24520086,3
24520087,1
24520088,2
24520089,0
24520090,0
24520091,0
24520092,0
24520093,0
24520094,0
24520095,0
24520096,0
24520097,5
24520098,5
24520099,2
24520100,0
24520101,7
24520102,14
24520103,16
24520104,14
24520105,14
24520106,14
24520107,10
24520108,4
24520109,0
24520110,0
24520111,0
24520112,0
24520113,0
24520114,6
24520115,6
24520116,0
24520117,0
24520118,0
24520119,0
24520120,0
24520121,0
24520122,2
24520123,0
24520124,0
24530063,0
24530064,0
24530065,0
24530066,0
24530067,20
24530068,27
24530069,29
24530070,24
24530071,23
24530072,23
24530073,21
24530074,19
24530075,17
24530076,17
24530077,2
24530078,2
24530079,2
24530080,2
24530081,10
24530082,2
24530083,4
24530084,16
24530085,0
24530086,0
24530087,0
24530088,0
24530089,0
24530090,0
24530091,0
24530092,0
24530093,0
24530094,0
24530095,0
24530096,0
24530097,0
24530098,0
24530099,0
24530100,0
24530101,0
24530102,2
24530103,2
24530104,6
24530105,12
24530106,12
24530107,12
24530108,12
24530109,15
24530110,17
24530111,10
24530112,8
24530113,0
24530114,14
24530115,12
24530116,14
24530117,10
24530118,8
24530119,2
24530120,0
24530121,0
24530122,0
24530123,6
24530124,8
24530125,10
24530126,14
24530127,18
24530128,18
24530129,0
24530130,0
24530131,0
24530132,0
24530133,0
24530134,0
24530135,0
24530136,0
24530137,0
24530138,0
24530139,0
24530140,0
24530141,0
24530142,0
24530143,0
24530144,0
24530145,0
24540103,0
24540104,0
24540105,0
24540106,0
24540107,0
24540108,0
24540109,0
24540110,0
24540111,0
24540112,0
24540113,0
24540114,0
24540115,0
24540116,0
24540117,0
24540118,0
24540119,0
24540120,0
24540121,0
24540122,0
24540123,0
24540124,0
24540125,0
24540126,0
24540127,0
24540128,0
24540129,0
24540130,0
24540131,0
24540132,0
24540133,0
24540134,0
24540135,0
24540136,5
24540137,7
24540138,4
24540139,5
24540140,0
24540141,6
24540142,0
24540143,0
24540144,0
24540145,0
24540146,0
24540147,13
24540148,13
24540149,13
24540150,13
24540151,10
24540152,0
24540153,16
24540154,34
24540155,0
24540156,39
24540157,45
24540158,45
24540159,49
24540160,60
24540161,58
24540162,59
24540163,60
24540164,58
24540165,50
24540166,44
24540167,49
24540168,52
24540169,52
24540170,44
24540171,52
24540172,49
24540173,45
24540174,51
24540175,57
24540176,53
24540177,37
24540178,18
24540179,30
24540180,34
24540181,42
24540182,23
24540183,28
24540184,20
24540185,27
24540186,34
24540187,37
24540188,40
24540189,39
24540190,47
24540191,28
24540192,28
24540193,36
24540194,40
24540195,21
24540196,18
24540197,22
24540198,20
24540199,17
24540200,14
24540201,11
24540202,11
24540203,15
24540204,0
24540205,14
24540206,10
24540207,9
24540208,9
24540209,14
24540210,11
24540211,11
24540212,10
24540213,10
24540214,18
24540215,7
24540216,17
24540217,17
24540218,27
24540219,38
24540220,24
24540221,28
24540222,19
24540223,18
24540224,33
24540225,42
24540226,44
24540227,0
24540228,0
24540229,8
24540230,12
24540231,9
24540232,12
24540233,9
24540234,10
24540235,7
24540236,0
24540237,4
24540238,0
24540239,0
24540240,0
24540241,0
24540242,0
24540243,0
24540244,0
24540245,0
24540246,0
24540247,0
24540248,0
24540249,0
24540250,0
24540251,23
24540252,23
24540253,25
24540254,22
24540255,26
24540256,26
24540257,15
24540258,26
24540259,16
24540260,14
24540261,0
24540262,0
24540263,0
24540264,0
24550038,0
24550039,0
24550040,0
24550041,0
24550042,0
24550043,0
24550044,0
24550045,0
24550046,0
24550047,0
24550048,0
24550049,0
24550050,0
24550051,0
24550052,0
24550053,0
24550054,0
24550055,0
24550056,0
24550057,0
24550058,0
24550059,0
24550060,0
24550061,0
24550062,22
24550063,14
24550064,14
24550065,20
24550066,22
24550067,8
24550068,28
24550069,22
24550070,16
24550071,30
24550072,0
24550073,0
24550074,8
24550075,3
24550076,0
24550077,10
24550078,12
24550079,12
24550080,20
24550081,15
24550082,21
24550083,2
24550084,8
24550085,0
24550086,1
24550087,0
24550088,1
24560128,0
24560129,0
24560130,0
24560131,0
24560132,0
24560133,0
24560134,0
24560135,0
24560136,0
24560137,0
24560138,0
24560139,0
24560140,0
24560141,0
24560142,0
24560143,0
24560144,0
24560145,0
24560146,0
24560147,0
24560148,0
24560149,0
24560150,0
24560151,0
24560152,0
24560153,2
24560154,4
24560155,4
24560156,4
24560157,4
24560158,4
24560159,4
24560160,4
24560161,4
24560162,4
24560163,4
24560164,2
24560165,2
24560166,0
24560167,0
24560168,0
24560169,0
24560170,4
24560171,4
24560172,4
24560173,4
24560174,4
24560175,4
24560176,4
24560177,4
24560178,2
24560179,2
24560180,2
24560181,0
24560182,2
24560183,2
24560184,4
24560185,2
24560186,4
24560187,4
24560188,4
24560189,4
24560190,4
24560191,4
24560192,4
24560193,4
24560194,4
24560195,2
24560196,4
24560197,4
24560198,2
24560199,2
24560200,0
24560201,0
24560202,0
24560203,0
24560204,0
24560205,0
24560206,0
24560207,0
24560208,0
24560209,0
24560210,0
24560211,0
24560212,0
24560213,0
24560214,0
24560215,0
24560216,0
24560217,0
24560218,0
24560219,0
24560220,0
24560221,0
24560222,0
24560223,0
24560224,0
24560225,0
24560226,0
24560227,0
24560228,0
24560229,0
24560230,0
24560231,0
24560232,0
24560233,0
24560234,0
24560235,0
24560236,0
24560237,0
24560238,0
24560239,0
24560240,0
24560241,0
24560242,0
24560243,0
24560244,0
24560245,0
24560246,0
24560247,0
24560248,0
24560249,0
24560250,0
24560251,0
24560252,0
24560253,0
24560254,0
24560255,2
24560256,0
24560257,0
24560258,0
24560259,0
24560260,0
24560261,0
24560262,0
24560263,0
24560264,0
24560265,0
24560266,0
24560267,0
24560268,0
24560269,0
24560270,0
24560271,0
24560272,0
24560273,0
24560274,0
24560275,0
24560276,0
24560277,0
24560278,0
24560279,0
24560280,0
24560281,0
24560282,0
24560283,0
24560284,0
24560285,0
24560286,0
24560287,0
24560288,0
24560289,0
24560290,0
24560291,0
24560292,0
24560293,0
24560294,0
24560295,0
24560296,0
24560297,0
24560298,0
24560299,0
24560300,0
24560301,0
24560302,0
24560303,0
24560304,0
24560305,0
24560306,0
24560307,0
24560308,0
24560309,0
24560310,0
24560311,0
24560312,0
24560313,0
24560314,0
24560315,0
24560316,0
24560317,0
24560318,0
24560319,0
24560320,0
24560321,0
24560322,0
24560323,0
24560324,0
24560325,0
24560326,0
24560327,0
24560328,0
24560329,0
24560330,0
24560331,0
24560332,0
24560333,0
24560334,0
24560335,0
24560336,0
24560337,4
24560338,0
24560339,0
24560340,0
24560341,4
24560342,6
24560343,0
24560344,0
24560345,0
24560346,0
24570012,41
24570013,41
24570014,45
24570015,56
24570016,42
24570017,37
24570018,44
24570019,48
24570020,50
24570021,54
24570022,51
24570023,48
24570024,48
24570025,40
24570026,51
24570027,50
24570028,51
24570036,12
24570037,48
24570038,48
24570039,37
24570040,33
24570041,65
24570042,36
24570043,37
24570044,33
24570045,38
24570046,36
24570047,40
24570048,44
24570049,43
24570050,44
24570051,41
24570052,37
24570053,38
24570054,35
24570055,48
24570056,43
24570057,42
24570058,39
24570059,44
24570060,38
24570061,33
24570062,49
24570063,36
24570064,53
24570065,51
24570066,57
24570068,60
24570069,51
24570070,42
24570071,46
24570072,5
24570073,7
24570074,32
24570075,35
24570076,48
24570077,47
24570078,45
24570079,40
24570080,34
24570081,30
24570082,28
24570083,0
24570084,24
24570088,47
24570089,0
24570136,4
24570138,40
24570139,42
24570140,42
24570141,38
24570142,37
24570143,34
24570144,48
24570145,42
24570146,36
24570147,34
24570148,40
24570149,44
24570150,42
24570151,36
24570152,23
24570153,8
24570154,24
24570155,34
24570156,38
24570157,35
24570158,48
24570159,48
24570161,55
24570163,57
24570164,60
24570167,44
24570168,35
24570169,31
24570170,23
24570171,23
24570174,0
24570175,6
24570176,6
24570177,10
24570178,7
24570179,0
24570180,0
24570181,0
24570182,0
24570184,41
24570185,33
24570186,47
24570187,43
24570188,44
24570189,50
24570190,41
24570191,12
24570192,20
24570194,26
24570196,34
24570197,32
24570198,32
24570200,24
24570201,1
24570208,6
24570209,24
24570210,47
24570211,54
24570213,15
24570214,16
24570215,0
24570216,0
24570217,0
24570218,0
24570219,0
24570220,0
24570221,0
24570222,0
24570223,0
24570224,0
24570225,0
24570226,10
24570227,15
24570228,24
24570229,35
24570230,30
24570231,35
24570232,45
24570233,57
24570234,60
24570235,0
24570236,0
24570237,0
24570238,0
24570239,0
24570240,0
24570241,0
24570242,45
24570243,55
24570244,45
24570245,53
24570246,41
24570247,22
24570248,0
24570249,32
24570250,37
24570251,43
24570252,12
24570253,0
24570254,33
24570255,53
24570256,46
24570257,24
24580001,39
24580002,50
24580003,68
24580004,69
24580005,64
24580006,53
24580007,45
24580008,56
24580009,61
24580010,51
24580011,49
24580012,43
24580013,57
24580014,39
24580015,41
24580016,27
24580017,53
24580018,55
24580019,51
24580020,51
24580021,49
24580022,56
24580023,51
24580024,71
24580025,53
24580026,84
24580027,102
24580028,84
24580029,101
24580030,104
24580031,107
24580032,112
24580033,122
24580034,125
24580035,110
24580036,93
24580037,94
24580038,99
24580039,103
24580040,106
24580041,110
24580042,109
24580043,115
24580044,110
24580045,109
24580046,106
24580047,99
24580048,95
24580049,107
24580050,101
24580051,91
24580052,85
24580053,101
24580054,98
24580055,84
24580056,97
24580057,97
24580058,108
24580059,104
24580060,108
24580061,105
24580062,95
24580063,83
24580064,98
24580065,100
24580066,85
24580067,85
24580068,93
24580069,81
24580070,77
24580071,63
24580072,63
24580073,59
24580074,75
24580075,84
24580076,79
24580077,89
24580078,83
24580079,81
24580080,80
24580081,84
24580082,92
24580083,93
24580084,92
24580085,87
24580087,86
24580088,79
24580089,78
24580090,79
24580091,68
24580092,62
24580093,58
24580094,64
24580095,78
24580096,45
24580097,73
24580098,74
24580099,95
24580100,88
24580101,97
24580102,99
24580103,107
24580104,104
24580105,93
24580106,96
24580107,99
24580108,84
24580109,86
24580110,95
24580112,95
24580113,93
24580114,97
24580115,85
24580116,78
24580117,83
24580118,82
24580119,82
24580120,97
24580121,95
24580122,90
24580123,106
24580124,109
24580125,99
24580126,88
24580127,111
24580128,115
24580132,63
24580134,71
24580135,74
24580136,72
24580137,74
24580138,95
24580139,102
24580140,101
24580141,104
24580142,82
24580143,67
24580144,85
24580145,64
24580146,87
24580147,79
24580148,79
24580149,61
24580150,52
24580151,43
24580152,41
24580153,49
24580154,40
24580155,42
24580156,44
24580157,49
24580158,54
24580159,55
24580160,56
24580162,54
24580163,50
24580164,71
24580165,69
24580166,66
24580167,57
24580168,73
24580169,70
24580170,81
24580171,65
24580172,80
24580173,79
24580174,74
24580175,74
24580176,60
24580177,84
24580178,74
24580179,76
24580180,85
24580181,78
24580182,93
24580183,87
24580184,84
24580185,92
24580186,101
24580187,88
24580188,93
24580189,69
24580190,65
24580191,62
24580192,65
24580193,75
24580194,84
24580195,99
24580196,88
24580197,77
24580198,70
24580199,61
24580200,75
24580201,75
24580202,89
24580203,79
24580204,97
24580205,88
24580206,101
24580207,71
24580208,74
24580209,61
24580210,62
24580211,65
24580212,70
24580213,65
24580214,60
24580215,57
24580216,66
24580217,67
24580218,84
24580219,88
24580220,83
24580221,91
24580222,91
24580223,89
24580224,79
24580225,76
24580226,72
24580229,71
24580232,58
24580234,55
24580235,53
24580237,53
24580238,63
24580239,72
24580240,59
24580241,70
24580242,71
24580243,56
24580244,49
24580246,61
24580247,52
24580248,54
24580249,66
24580250,73
24580251,79
24580252,80
24580253,74
24580254,83
24580255,90
24580256,88
24580257,78
24580258,74
24580259,60
24580260,66
24580261,71
24580262,64
24580263,74
24580264,65
24580265,72
24580266,82
24580267,75
24580268,64
24580269,54
24580271,59
24580273,33
24580274,49
24580275,62
24580276,66
24580277,28
24580278,25
24580279,46
24580280,50
24580281,48
24580282,58
24580284,59
24580285,62
24580286,58
24580287,65
24580288,83
24580289,72
24580290,60
24580293,70
24580294,72
24580295,82
24580296,59
24580297,86
24580298,83
24580299,75
24580300,93
24580302,67
24580303,60
24580304,76
24580305,78
24580306,86
24580307,76
24580308,83
24580309,89
24580310,77
24580311,95
24580312,98
24580313,95
24580314,93
24580315,88
24580316,88
24580317,79
24580318,85
24580319,78
24580320,81
24580321,73
24580322,82
24580323,90
24580324,84
24580325,84
24580326,91
24580327,90
24580328,103
24580329,99
24580332,81
24580333,78
24580334,93
24580335,105
24580336,96
24580337,85
24580338,83
24580339,82
24580340,88
24580341,90
24580342,74
24580343,85
24580344,67
24580345,70
24580346,76
24580347,64
24580348,75
24580349,46
24580350,75
24580351,87
24580352,100
24580353,84
24580354,87
24580355,86
24580356,101
24580357,94
24580358,86
24580359,67
24580360,83
24580361,65
24580362,104
24580363,107
24580364,100
24580365,111
24580366,122
24580367,118
24580368,121
24580369,118
24580370,116
24580371,100
24580372,81
24580373,86
24580374,75
24580375,98
24580376,96
24580377,102
24580378,104
24580379,102
24580380,102
24580381,100
24580382,72
24580383,97
24580384,75
24580385,101
24580386,89
24580387,74
24580388,71
24580389,50
24580390,40
24580391,84
24580392,62
24580395,39
24580396,22
24580398,45
24580399,54
24580400,61
24580401,51
24580403,63
24580404,65
24580405,50
24580406,64
24580408,52
24580409,51
24580410,54
24580411,62
24580412,77
24580413,85
24580414,92
24580415,79
24580416,90
24580417,70
24580419,85
24580420,76
24580421,73
24580422,41
24580423,34
24580424,36
24580428,40
24580429,42
24580430,51
24580431,41
24580432,41
24580433,53
24580434,49
24580435,60
24580436,61
24580437,70
24580440,84
24580441,96
24580442,98
24580443,93
24580444,90
24580445,86
24580446,71
24580447,73
24580448,79
24580449,71
24580450,58
24580451,54
24580452,71
24580453,76
24580454,66
24580455,57
24580457,32
24580458,18
24580459,18
24580460,21
24580461,19
24580462,20
24580463,18
24580464,27
24580465,51
24580466,23
24580467,16
24580468,58
24580469,31
24580470,54
24580471,106
24580472,98
24580473,96
24580474,93
24580475,97
24580476,95
24580477,94
24580478,87
24580479,85
24580480,69
24580481,75
24580482,66
24580483,75
24580484,64
24580485,90
24580486,92
24580487,99
24580488,87
24580489,70
24580490,51
24580491,51
24580492,45
24580493,45
24580494,64
24580495,73
24580496,49
24580497,63
24580498,65
24580499,60
24580500,47
24580501,47
24580502,48
24580503,47
24580504,75
24580505,79
24580506,86
24580508,92
24580509,98
24580511,92
24580512,78
24580513,103
24580514,106
24580515,99
24580516,87
24580517,35
24580518,65
24580519,51
24580520,45
24580521,61
24580522,53
24580523,62
24580526,74
24580527,78
24580528,79
24580529,90
24580530,82
24580531,95
24580532,88
24580533,80
24580534,90
24580535,83
24580536,69
24580537,70
24580538,62
24580539,69
24580540,76
24580541,68
24580542,61
24580543,62
24580544,58
24580545,58
24580546,61
24580547,48
24580548,49
24580549,35
24580550,29
24580551,26
24580552,50
24580553,56
24580554,56
24580555,61
24580556,65
24580557,67
24580558,61
24580559,56
24580560,69
24580561,84
24580562,85
24580563,91
24580564,78
24580565,88
24580566,93
24580567,77
24580568,82
24580569,77
24580570,0
24580571,17
24580572,26
24580573,27
24580574,53
24580575,48
24580576,68
24580577,56
24580578,76
24580579,73
24580580,73
24580581,71
24580582,68
24580583,61
24580584,53
24580585,42
24580586,55
24580587,38
24580588,51
24580589,33
24580590,40
24580591,36
24580592,38
24580593,54
24580594,59
