DAUID,pop_density_1km,dwel_density_1km,pop_in_buffer,dwel_in_buffer
10010225,3778.037134,2015.316555,11869.05371,6331.303685
10010226,3624.083943,1952.152283,11385.39549,6132.867271
10010227,3496.149338,1866.135327,10983.47708,5862.637034
10010228,3623.312555,1932.867371,11382.9721,6072.281934
10010229,3744.045863,1948.738614,11762.26698,6122.142912
10010230,3664.318436,1935.137251,11511.79588,6079.41297
10010231,3343.806313,1703.982348,10504.87735,5353.218428
10010232,3048.966771,1562.37246,9578.611609,4908.337843
10010233,2667.090988,1346.345109,8378.913453,4229.667902
10010234,3344.513949,1747.140949,10507.10045,5488.805169
10010235,2766.121244,1445.447608,8690.02618,4541.007587
10010236,2274.642755,1206.783889,7146.000968,3791.223401
10010237,1989.338123,1018.903767,6249.690034,3200.980589
10010238,1771.929856,973.6782018,5566.681817,3058.900286
10010239,2495.646584,1346.03359,7840.304975,4228.689238
10010240,2139.472342,1145.098133,6721.350593,3597.431881
10010241,2374.000515,1264.349906,7458.142576,3972.072378
10010242,1804.619988,958.9764671,5669.380897,3012.713424
10010243,207.62724,104.4425133,652.2802118,328.1158326
10010244,765.6037487,410.5107665,2405.215112,1289.657608
10010245,995.3855396,537.698613,3127.095899,1689.230012
10010246,1360.001915,727.2619155,4272.572026,2284.760691
10010247,1610.411545,880.1014322,5059.257081,2764.920194
10010248,1846.401757,1012.793505,5800.642196,3181.784636
10010249,738.1545321,394.9651539,2318.980855,1240.819626
10010250,1971.513863,970.4328124,6193.693469,3048.704594
10010251,2399.339423,1174.855202,7537.747103,3690.916472
10010252,1902.610136,867.8150229,5977.226027,2726.321301
10010253,1322.574183,591.6032032,4154.989337,1858.576277
10010254,1601.744148,669.045545,5032.027647,2101.868569
10010255,1736.436126,774.5995452,5455.174976,2433.476241
10010256,2147.328993,973.321906,6746.032988,3057.780949
10010257,2087.164708,980.5533231,6557.021313,3080.499116
10010258,2032.794855,973.6630126,6386.213381,3058.852568
10010259,1819.708355,867.5864418,5716.782398,2725.603192
10010260,1836.015683,880.7663268,5768.01338,2767.009022
10010261,2120.811659,999.6557774,6662.726328,3140.511246
10010262,2233.495265,999.7375993,7016.732318,3140.768298
10010263,2150.681542,972.4492299,6756.565332,3055.039357
10010264,2360.253474,1039.96568,7414.954973,3267.14854
10010265,2361.856541,1018.362884,7419.991157,3199.281355
10010266,2356.549079,1013.264534,7403.317275,3183.264415
10010267,2400.259915,960.0085851,7540.638915,3015.955918
10010268,2307.288573,920.2816985,7248.56083,2891.150223
10010269,1818.40192,690.277924,5712.678114,2168.572055
10010270,1714.777836,688.4719117,5387.133453,2162.8983
10010271,1388.589481,485.7723711,4362.382513,1526.098912
10010272,1790.3174,650.9848172,5624.447993,2045.129119
10010273,1494.488324,570.0990057,4695.073538,1791.018848
10010276,1786.854007,770.1371708,5613.567422,2419.457278
10010277,1407.410685,608.2276072,4421.511067,1910.803382
10010278,1690.649137,746.019197,5311.330907,2343.688429
10010279,1886.619847,880.207483,5926.991051,2765.253362
10010280,1132.666413,516.7210497,3558.376483,1623.327054
10010281,1118.215165,481.443168,3512.976548,1512.49832
10010282,1010.941412,435.5176488,3175.966112,1368.219046
10010283,710.5450759,368.5082459,2232.24319,1157.702798
10010284,1515.560674,765.4535415,4761.274279,2404.743223
10010285,1488.219485,753.1018516,4675.379401,2365.939244
10010286,688.2000753,412.2985913,2162.044301,1295.274225
10010290,1674.322223,946.4462809,5260.038397,2973.348683
10010294,2344.081101,1328.553285,7364.147967,4173.77324
10010295,1944.249449,1114.541523,6108.039785,3501.435459
10010296,1979.226222,1118.708231,6217.922558,3514.525558
10010297,2767.070029,1494.307806,8693.006876,4694.506425
10010298,2765.039717,1509.647091,8686.628461,4742.696211
10010299,2688.7854,1494.550342,8447.068458,4695.268375
10010300,3227.050626,1767.274562,10138.07854,5552.056782
10010301,2862.979404,1565.651638,8994.315062,4918.639683
10010302,2814.804096,1523.633822,8842.96787,4786.63682
10010303,2993.843922,1627.704512,9405.438072,5113.584537
10010304,2930.653235,1582.264854,9206.918672,4970.831642
10010305,2447.138182,1298.161255,7687.911333,4078.293861
10010306,2557.285595,1313.201846,8033.949639,4125.545274
10010307,3084.314297,1628.036746,9689.659138,5114.62828
10010308,3544.033471,1890.338192,11133.90952,5938.672578
10010309,3264.923407,1723.897923,10257.05939,5415.785052
10010310,2474.05363,1220.448579,7772.468708,3834.152289
10010334,363.5871194,169.5081001,1142.242623,532.5254019
10010337,1317.447546,570.2430568,4138.883533,1791.471398
10010338,1489.311873,632.4408662,4678.81124,1986.871579
10010339,2113.791708,876.109579,6640.6725,2752.379417
10010340,2349.822881,978.4862993,7382.186299,3074.00537
10010341,2558.220579,1059.917106,8036.886976,3329.827793
10010342,2661.022001,1100.240671,8359.847168,3456.508009
10010343,2483.33855,1001.332932,7801.638147,3145.780183
10010344,2086.455555,839.7899811,6554.793445,2638.278035
10010345,1619.789496,659.1551072,5088.71878,2070.796842
10010346,2081.935207,850.7527588,6540.59235,2672.718617
10010348,902.2642478,387.8051934,2834.546732,1218.325947
10010356,2275.365467,955.9814405,7148.271434,3003.304271
10010357,1523.766689,641.6319262,4787.054237,2015.746146
10010457,1770.388844,790.6239388,5561.840586,2483.818358
10010458,2082.740706,937.1318647,6543.122901,2944.086581
10010459,2577.572679,1150.414072,8097.683391,3614.132397
10010460,1912.652075,900.0756369,6008.773707,2827.671009
10010461,2776.116917,1239.809006,8721.428513,3894.974865
10010482,1955.360447,1082.702625,6142.946015,3401.410612
10010484,2102.011772,982.5682497,6603.664739,3086.829195
10010485,1912.95544,796.4328572,6009.726756,2502.067613
10010486,482.0252882,291.0348795,1514.327104,914.3130395
10010488,2171.288398,1044.216697,6821.30368,3280.503504
10010489,1817.088645,857.1723404,5708.552337,2692.886327
10010490,1415.793739,656.6260961,4447.84721,2062.85172
10010491,353.460432,158.0781603,1110.428696,496.617187
10010492,1150.949419,507.9843486,3615.814239,1595.879898
10010493,1039.086864,464.0063367,3264.387657,1457.718899
10010494,1070.498611,473.6350924,3363.070573,1487.968527
10010495,1006.035696,440.0665874,3160.554352,1382.509958
10010496,26.18451192,13.78617486,82.26107027,43.31054568
10010497,0.575188095,0.3268467,1.807006695,1.026819193
10010498,106.0393619,50.98280479,333.1324803,160.167205
10010499,6.041158237,3.846291809,18.97885834,12.08348209
10010500,33.67815807,22.79296514,105.803054,71.60621183
10010501,1.494392666,1.254035803,4.69477302,3.939669667
10010502,11.2684137,6.976294028,35.40076569,21.91667407
10010503,32.32795742,22.94691294,101.5612735,72.0898531
10010504,48.31307796,23.49194209,151.7800108,73.80211269
10010505,141.7293333,62.68811289,445.2558322,196.9405149
10010506,166.4169658,70.14723287,522.8143173,220.3740314
10010507,167.6935715,67.51699048,526.8248922,212.1108813
10010508,56.25674708,22.032328,176.7357834,69.21659978
10010509,111.1453621,45.91633554,349.173453,144.2504224
10010510,472.1678976,210.9462172,1483.359198,662.7070864
10010511,461.6511004,204.7211705,1450.319706,643.1505254
10010512,396.1707485,170.2075061,1244.607113,534.7226509
10010513,309.1091185,133.0357235,971.0949357,417.9440517
10010514,551.4227278,256.0304069,1732.345591,804.3432453
10010515,420.3990405,194.8067905,1320.722537,612.0035818
10010516,536.8059999,239.0759057,1686.425786,751.0791091
10010517,390.1079107,165.9015485,1225.560146,521.195086
10010518,422.8510418,166.2945692,1328.425727,522.429797
10010519,360.400522,146.3267273,1132.231632,459.6989716
10010520,99.21698812,27.53771867,311.699361,86.51229468
10010521,177.5753677,78.41137877,557.8694707,246.3366115
10010522,323.3853901,154.0387057,1015.945166,483.9268663
10010523,338.9566962,156.4276134,1064.863867,491.4318409
10010524,368.2719428,175.0741517,1156.96043,550.0116688
10010525,162.1428353,67.19641663,509.3867404,211.1037688
10010526,100.7266592,44.51685549,316.4421325,139.8538262
10010527,41.23297773,19.89332877,129.5372199,62.49673553
10010528,31.76949833,12.94180113,99.80682256,40.65786737
10010529,256.018223,100.9452366,804.3049686,317.1288138
10010530,218.2268797,88.5215799,685.579962,278.0987451
10010531,77.79503619,34.52174779,244.4003142,108.4532692
10010532,322.1269549,143.2574664,1011.991675,450.0566042
10010533,290.5362223,129.0555178,912.7464615,405.4398667
10010534,96.48176172,39.58132239,303.1063938,124.3483916
10010535,168.0626098,81.85531169,527.9842604,257.1560459
10010536,176.2060324,87.63412856,553.567577,275.3107345
10010537,465.5482744,204.0368859,1462.563039,641.0007818
10010538,473.5057595,196.1232529,1487.562216,616.1393704
10010539,374.7636645,162.6917253,1177.354775,511.1111289
10010540,328.1237332,131.284041,1030.83111,412.4409788
10010541,272.0376209,104.3939229,854.6313913,327.9631812
10010542,118.7018543,46.59440127,372.9128733,146.3806287
10010543,133.4886893,54.09688188,419.3670857,169.9503667
10010544,217.9992563,83.27296167,684.8648621,261.6097246
10010545,54.11492792,24.58270547,170.00706,77.22884691
10010546,90.41318944,41.7393457,284.0414117,131.1280218
10010547,57.02250845,23.96781008,179.1414936,75.29709608
10010548,222.5242753,88.90478361,699.0806285,279.3026151
10010549,131.1963957,63.05181533,412.165633,198.0831198
10010550,107.2598568,50.43048228,336.9667781,158.4320326
10010551,83.0793186,40.66829009,261.001377,127.7632014
10010552,128.3635171,89.06493323,403.2658823,279.8057399
10010553,61.58937858,34.87749961,193.4887393,109.5708966
10010554,90.81643447,45.95757669,285.3082433,144.3799853
10010555,47.43364441,21.7289881,149.0171888,68.26362939
10010556,29.65837,16.98071891,93.17451732,53.34650177
10010557,72.24899071,41.27520558,226.9768985,129.6698826
10010558,118.5453065,59.37890027,372.421064,186.5443169
10010559,33.91248478,18.61544974,106.539213,58.48216015
10010560,59.76855004,25.04189991,187.7684377,78.6714488
10010561,30.12961852,15.26890542,94.65498819,47.96868108
10010562,13.70070736,7.012935954,43.0420416,22.03178807
10010563,29.9169149,13.43380318,93.98676008,42.20353737
10010564,29.72801645,11.32874632,93.39331809,35.5903062
10010565,39.15961989,17.93951287,123.0235742,56.35864184
10010566,76.71526241,33.20390625,241.0081048,104.313148
10010567,29.3381688,12.67289414,92.16857557,39.81307114
10010568,159.6526726,59.77725228,501.5636633,187.7957766
10010569,199.7941623,73.99755446,627.6718724,232.4701735
10010570,185.3840494,72.0981311,582.4011678,226.502959
10010571,92.91332388,36.41109547,291.8958157,114.3888301
10010572,496.4686194,190.7484546,1559.702168,599.2539437
10010573,572.8300002,212.6899006,1799.59852,668.1850293
10010574,871.3678027,328.4474596,2737.482687,1031.848126
10010575,296.375724,106.4419281,931.0917974,334.3971794
10010576,719.9456892,286.8208353,2261.776088,901.0742291
10010577,707.6190589,282.3893733,2223.050837,887.1523805
10010578,575.4198005,234.3548181,1807.734618,736.2473749
10010579,577.4486328,225.5293877,1814.108383,708.5214677
10010580,765.8727451,302.695546,2406.06019,950.9461034
10010581,782.895991,299.0059567,2459.540294,939.3549171
10010582,884.5337301,331.8730005,2778.844668,1042.60978
10010583,980.1377761,367.9805668,3079.193637,1156.045045
10010584,898.0218272,336.9910377,2821.218775,1058.688568
10010585,818.9852415,309.8577912,2572.918018,973.4469606
10010586,694.6021028,268.8347641,2182.156863,844.56932
10010587,601.5769225,240.591181,1889.90964,755.8394869
10010588,568.1147311,224.9656055,1784.785066,706.7502936
10010589,547.5612734,218.6702263,1720.214474,686.9727764
10010590,396.5191178,157.6754361,1245.701548,495.3519916
10010591,501.9599014,195.4621463,1576.953539,614.0624427
10010592,83.20919076,26.03586259,261.4093824,81.79407465
10010593,951.8613233,344.5434041,2990.360541,1082.415027
10010594,878.5953708,314.8797067,2760.188762,989.2237734
10010595,1054.83979,386.1242345,3313.876934,1213.045059
10010596,1100.469388,403.6290612,3457.226546,1268.038093
10010597,1129.698021,421.0021289,3549.051003,1322.617195
10010598,1131.14756,430.0838245,3553.604864,1351.148183
10010599,1047.988776,399.6568633,3292.353839,1255.559066
10010600,979.7939723,381.7542016,3078.113546,1199.316195
10010601,704.3261115,273.7838735,2212.705737,860.1174056
10010602,882.8779759,348.6111017,2773.642963,1095.194076
10010603,1000.348821,393.2378423,3142.688506,1235.393116
10010604,599.8876778,228.8563642,1884.602721,718.9734726
10010605,279.7292265,96.53617206,878.7952829,303.2773289
10010606,664.6732864,255.9753906,2088.132714,804.1704066
10010607,786.8502007,321.1406573,2471.96281,1008.89313
10010608,728.0995737,302.1636815,2287.392272,949.275202
10010609,340.4637996,130.1382218,1069.598572,408.8412814
10010610,900.9292127,369.0587973,2830.352596,1159.432406
10010611,1197.327747,462.1270442,3761.516053,1451.814927
10010614,977.4215431,376.4567062,3070.660339,1182.673623
10010615,1086.969714,419.2328504,3414.816069,1317.058843
10010616,1444.150057,568.5915689,4536.931211,1786.283096
10010617,1369.932911,540.2474799,4303.771168,1697.237514
10010618,1403.46861,553.9518002,4409.126675,1740.290906
10010619,1314.802982,520.9557092,4130.57539,1636.630629
10010620,931.4348461,418.0762386,2926.18887,1313.42524
10010621,1352.551157,602.2033425,4249.164778,1891.877597
10010622,1467.368656,651.8898937,4609.87459,2047.972501
10010623,1715.748599,756.4532808,5390.183194,2376.46807
10010624,2227.872411,983.662098,6999.0676,3090.265621
10010625,2532.072313,1105.250913,7954.739778,3472.24815
10010626,2581.506687,1125.705597,8110.042444,3536.508433
10010627,2712.545581,1171.851721,8521.713269,3681.480759
10010628,2196.141738,952.6274637,6899.382751,2992.767442
10010629,2843.261708,1211.66617,8932.370094,3806.561539
10010630,2807.601332,1212.12591,8820.339718,3808.005854
10010631,2597.953649,1116.252481,8161.712099,3506.810594
10010632,2026.961803,879.9523832,6367.888309,2764.451943
10010633,2198.27628,956.9037961,6906.088611,3006.201936
10010634,1369.153866,585.6699491,4301.323728,1839.93641
10010635,1546.445688,663.560601,4858.302412,2084.637109
10010636,1972.75257,848.8187564,6197.58498,2666.642769
10010637,1366.622006,546.9952983,4293.369655,1718.436411
10010638,2626.23071,1067.542878,8250.547106,3353.784862
10010639,2510.083303,1046.803146,7885.659266,3288.629074
10010640,2701.712628,1127.918133,8487.680545,3543.459321
10010641,2700.644111,1114.916601,8484.323699,3502.613805
10010642,2505.708258,1042.172197,7871.914656,3274.080518
10010643,1162.871823,520.9874878,3653.269576,1636.730464
10010644,722.5324694,324.8229192,2269.902698,1020.461297
10010645,1063.200404,473.620814,3340.142578,1487.92367
10010646,1212.456844,523.4522157,3809.045514,1644.473635
10010647,1444.358634,642.9836223,4537.586473,2019.992624
10010648,1200.784984,540.2432867,3772.377284,1697.224341
10010649,1528.880124,675.8749425,4803.118567,2123.323754
10010650,1876.967027,824.7016889,5896.665822,2590.876767
10010651,1354.712007,597.1387384,4255.95329,1875.966674
10010652,1256.122017,546.9384391,3946.223699,1718.257782
10010653,848.6382238,352.5362307,2666.075609,1107.525232
10010654,2626.324422,1052.392137,8250.841511,3306.187405
10010655,2361.48168,936.7168925,7418.813499,2942.782908
10010656,2301.670559,898.7729265,7230.911319,2823.578423
10010657,2606.001377,1026.395889,8186.994782,3224.517784
10010658,2302.790201,914.1935524,7234.428777,2872.023748
10010659,2232.334274,871.1543928,7013.084956,2736.81224
10010660,1898.114404,748.0166259,5963.102269,2349.963537
10010661,1772.705766,696.21106,5569.11941,2187.211551
10010662,1809.268327,712.4525367,5683.984084,2238.235655
10010663,1386.359387,527.7405739,4355.376464,1657.94591
10010664,1947.885208,758.4568835,6119.461859,2382.762573
10010666,128.1166498,48.89998258,402.4903258,153.623826
10010667,742.8321365,264.4200771,2333.675983,830.7001715
10010668,106.5522649,39.31778582,334.7438127,123.5204671
10010669,140.9326211,49.43047086,442.7528872,155.2904041
10010670,1107.31316,398.2052582,3478.726887,1250.998714
10010671,1178.105326,425.6007569,3701.127037,1337.064211
10010672,1127.763974,405.9351188,3542.975016,1275.282787
10010673,1176.330105,424.7224281,3695.550017,1334.30486
10010674,1120.406521,403.0943226,3519.860896,1266.358163
10010675,936.5324489,336.03072,2942.203461,1055.671641
10010676,181.7559865,63.79091649,571.0032721,200.4050746
10010677,934.242201,340.1539765,2935.008435,1068.625234
10010678,37.21873206,13.4556309,116.9260952,42.27211119
10010679,213.0814597,80.89725557,669.4151483,254.1462238
10010680,191.937859,75.59058426,602.9905676,237.4748242
10010681,3.454133941,1.301942793,10.85148181,4.090173915
10010682,85.44491928,31.49308139,268.4331307,98.93843314
10010683,26.9077604,11.18353791,84.53322239,35.13412055
10010684,122.9922629,55.33362182,386.3915897,173.8356998
10010685,123.3970809,46.78028256,387.6633628,146.964592
10010686,30.26266509,13.50182494,95.07296634,42.41723405
10010687,0.373588991,0.807434272,1.173664431,2.536629577
10010688,84.27364473,28.11467324,264.7534632,88.32485092
10010689,11.58348361,5.054063995,36.390587,15.87781032
10010690,1.304886542,13.83581948,4.099421975,43.46650884
10010691,19.7410709,17.46220421,62.01840331,54.85913246
10010692,4.149791878,12.03698306,13.03695568,37.81529754
10010693,1.15004743,3.819548497,3.612980557,11.9994655
10010694,19.6927502,9.523242154,61.86659935,29.91814759
10010695,142.9038878,64.21922696,448.9458041,201.7506516
10010696,174.5428458,76.74844228,548.3425221,241.1123424
10010697,91.7831906,40.88747448,288.3453973,128.4517894
10010698,5.692517444,3.054341571,17.88357098,9.595497041
10010699,70.81086553,35.63945365,222.458895,111.9646458
10010700,28.01223704,11.29797888,88.0030381,35.49364746
10010701,5.915457136,2.571942201,18.58395668,8.079994723
10010702,52.2840485,26.90376248,164.2551827,84.52066256
10010703,27.0636688,15.38517905,85.02302308,48.33396548
10010704,20.623217,10.73163072,64.78974702,33.71441223
10010705,18.60575773,17.23045315,58.45171179,54.13106502
10010706,0,0,0,0
10010707,62.04806739,32.03586461,194.9297527,100.6436369
10010708,23.60400308,13.01459318,74.15416268,40.88655033
10010709,0,0,0,0
10010710,12.97437625,7.328201171,40.76020512,23.02222296
10010711,1.942978778,0.796302778,6.104047855,2.501658957
10010712,193.5291943,90.29596292,607.9898949,283.6731338
10010713,193.4578444,89.90836047,607.7657429,282.4554448
10010714,0.123735919,0.315327019,0.388727853,0.990629045
10010715,16.7910126,8.990932279,52.75052183,28.2458468
10010716,85.17804751,36.69442741,267.5947283,115.2789436
10010717,30.58620039,13.75441853,96.08938244,43.21078021
10010718,16.50626162,7.590156334,51.85595023,23.84517938
10010719,15.20183613,7.706450264,47.75797671,24.21052753
10010720,27.21638624,11.85251824,85.50279907,37.23578422
10010721,123.2845483,66.95091319,387.3098312,210.332497
10010722,0.105185898,0.290808072,0.330451246,0.913600503
10010723,21.20240822,16.19947817,66.6093299,50.8921616
10010724,8.795958146,7.094776205,27.63331749,22.2888968
10010725,5.869412394,3.030611628,18.43930286,9.520947227
10010726,7.493354735,5.990542633,23.54106819,18.81984473
10010727,3.298221105,3.258483502,10.36166719,10.23682783
10010728,1.483583938,0.798690761,4.6608164,2.509161029
10010729,17.34762127,9.801271114,54.49915954,30.79160133
10010730,31.05458733,17.44009623,97.56086343,54.7896782
10010731,1.1070044,0.56186371,3.477756891,1.765146903
10010732,0.083414534,0.085189311,0.262054487,0.267630114
10010733,25.7975349,14.03161641,81.04534612,44.08162302
10010734,50.94517355,28.67020722,160.048983,90.07011239
10010735,33.57348281,19.34395776,105.474207,60.7708356
10010736,17.64563804,10.19789951,55.43540684,32.03764617
10010737,0.1840894,0.0920447,0.578333908,0.289166954
10010738,28.30549553,14.18277851,88.92433682,44.55651278
10010739,6.363580072,5.384567753,19.99177641,16.9161185
10010740,1.073762913,0.901469939,3.373325681,2.832051339
10010741,1.021372875,1.993199283,3.20873752,6.261820224
10010742,67.72365698,38.51116104,212.7601432,120.9863806
10010743,33.70376747,16.08588902,105.8835083,50.53531077
10010744,47.43596954,24.28661952,149.0244934,76.29866545
10010745,8.024982073,5.585589904,25.21122473,17.54764821
10010746,0.046649205,0.057534019,0.146552799,0.180748452
10010747,21.8537627,13.10869851,68.65562037,41.18219093
10010748,55.5116724,28.49082302,174.3950622,89.50656028
10010749,4.024233404,1.576158083,12.6425021,4.951646655
10010750,81.70055439,37.37014489,256.6698615,117.4017727
10010751,14.90141204,9.526710135,46.8141666,29.92904257
10010752,17.96963189,8.48358066,56.45326354,26.65195468
10010753,134.3161638,59.08766395,421.9666735,185.629371
10010754,166.1880878,81.21903208,522.0952756,255.1571145
10010755,120.4609971,59.42878317,378.4393834,186.7010286
10010756,258.5526397,140.4246349,812.2670735,441.1570014
10010757,271.5964081,135.5213753,853.2452804,425.7529572
10010758,270.0993817,135.0838509,848.5422333,424.3784337
10010759,216.3931069,110.5064344,679.818995,347.1662026
10010760,182.3976985,93.82019165,573.0192697,294.7448248
10010761,37.62231047,16.15006791,118.1939742,50.7369347
10010762,82.57481254,35.31555582,259.4164244,110.9470907
10010763,69.78698985,27.89667318,219.2422946,87.63998352
10010764,186.3726065,74.91146228,585.5068114,235.3412996
10010765,232.668072,98.66631665,730.9483056,309.9693755
10010766,191.8894628,76.7768492,602.8385266,241.2015854
10010767,138.5412276,57.58955685,435.240103,180.9229287
10010768,41.34239073,16.42439038,129.880951,51.59874415
10010769,172.193997,68.95786902,540.9633961,216.6375347
10010770,246.8339499,98.42701325,775.4517237,309.2175818
10010771,139.2188366,51.75185526,437.3688743,162.5832483
10010772,52.91701968,19.06800213,166.2437203,59.90389541
10010773,77.84415758,33.38538072,244.5546336,104.8832668
10010774,547.4470784,241.4164369,1719.85572,758.4321046
10010775,834.6074436,291.959231,2621.996614,917.2169754
10010776,236.5198708,78.96052804,743.0490885,248.0618148
10010777,119.8988153,40.68094635,376.6732374,127.8029622
10010778,470.5301009,167.6823148,1478.213908,526.7895285
10010779,413.317864,149.6277623,1298.476365,470.0694789
10010780,572.9875536,213.5226305,1800.093489,670.8011275
10010781,173.4053392,57.05013122,544.7689398,179.2282731
10010782,512.7584844,200.3344818,1610.878288,629.3693364
10010783,519.6901004,205.7550017,1632.654602,646.3984017
10010784,368.1216887,144.5466032,1156.488393,454.1065468
10010785,298.5085873,113.1405206,937.792385,355.4414284
10010786,117.4202834,41.90809335,368.8866996,131.6581582
10010787,100.0686651,34.69010903,314.3749831,108.9821917
10010788,36.68136951,12.85015485,115.237921,40.36995208
10010789,24.08617848,8.680986041,75.66896137,27.27212197
10010790,79.81952732,34.73552257,250.7604406,109.1248625
10010791,154.3198183,68.61674035,484.8100075,215.5658474
10010792,138.6428676,49.84727992,435.5594143,156.5998484
10010793,48.64847323,16.96763822,152.8336861,53.30540759
10010794,122.7608902,46.03525662,385.6647108,144.624024
10010795,180.0129808,65.42110401,565.5274582,205.5264597
10010796,145.3208983,51.71326424,456.5390665,162.462011
10010797,27.39038615,9.735629624,86.04943591,30.5853825
10010798,112.8222184,42.59154075,354.4414526,133.8052715
10010799,234.7560495,90.56555685,737.5078806,284.5200881
10010800,257.0145833,101.030897,807.4351268,317.3979238
10010801,330.6972772,116.4470215,1038.916137,365.8291072
10010802,158.8170115,66.34009035,498.9383565,208.4135405
10010803,210.2566415,78.13878317,660.5407203,245.4802272
10010804,248.7888673,98.64200206,781.5932777,309.892989
10010805,580.535153,227.2509464,1823.804972,713.9299036
10010806,587.0435238,239.004378,1844.251622,750.8543981
10010807,223.3368202,108.3685726,701.6333136,340.4499116
10010808,362.6796012,172.9403827,1139.391571,543.3082357
10010809,214.0127001,104.3623606,672.3407265,327.8640255
10010810,306.6915854,151.3002339,963.5000315,475.3237032
10010811,120.3862993,57.67165817,378.2047134,181.1808576
10010812,1020.872274,435.3706845,3207.164837,1367.757344
10010813,306.6404781,154.4520801,963.3394732,485.22552
10010814,1025.266719,470.3997152,3220.970393,1477.804289
10010815,1028.772129,496.4821673,3231.982962,1559.744729
10010817,785.8294524,304.5587889,2468.756035,956.7996539
10010818,1118.511761,428.5966471,3513.90833,1346.476078
10010820,1189.726982,459.3088598,3737.637546,1442.96134
10010821,398.9145485,160.969169,1253.227015,505.6995587
10010822,1288.474564,577.6410743,4047.862226,1814.712955
10010823,1295.641794,580.4505754,4070.378741,1823.539264
10010824,493.7397345,218.6336352,1551.129123,686.8578223
10010825,648.7666341,219.2662703,2038.160492,688.845304
10010826,921.3565965,341.5802916,2894.527115,1073.106135
10010827,817.6715767,299.0639237,2568.791018,939.5370257
10020079,11.80788174,7.803690422,37.09555454,24.5160165
10020080,3.55E-04,0.007384997,0.001115416,0.023200652
10020081,0.077430662,0.124527663,0.243255599,0.39121519
10020082,33.98046325,15.11935105,106.7527737,47.49884218
10020083,71.66973546,29.03889614,225.1571144,91.22838277
10020084,30.70456241,15.51742834,96.46122771,48.74943886
10020085,41.28177923,18.97732332,129.6905343,59.61901952
10020086,17.40810668,11.00806746,54.68918005,34.58286386
10020087,38.47389799,18.00298495,120.8693153,56.55804527
10020088,72.51081309,35.73983461,227.7994377,112.2800018
10020089,42.25073425,19.95448357,132.7345963,62.68885898
10020090,3.037119147,1.107655218,9.5413912,3.479801497
10020091,119.7717424,50.20983441,376.2740261,157.7388469
10020092,32.75051071,15.15009039,102.8887638,47.59541267
10020093,57.5469869,22.6354464,180.7891913,71.11135212
10020094,8.584674773,4.512749289,26.9695512,14.17722001
