DAUID,pop_density_1km,dwel_density_1km,pop_in_buffer,dwel_in_buffer
10010228,3454.413309,1963.103331,10852.35948,6167.271003
10010229,3628.905067,1987.438093,11400.5415,6243.720911
10010230,3539.493203,1975.354848,11119.64584,6205.76028
10010231,3278.081791,1742.147911,10298.39767,5473.119078
10010232,3015.631613,1602.497288,9473.886122,5034.393708
10010233,2627.916367,1383.755514,8255.842753,4347.196156
10010234,3273.108472,1782.317654,10282.77353,5599.316047
10010235,2698.407614,1463.970977,8477.297536,4599.200467
10010236,2250.624613,1233.116702,7070.545749,3873.950372
10010237,1939.037712,1032.025952,6091.666631,3242.205151
10010238,1744.352661,963.795659,5480.045504,3027.853362
10010239,2437.209149,1356.970875,7656.718356,4263.049733
10010240,2093.931383,1162.964497,6578.279449,3653.56072
10010241,2293.657411,1273.883926,7205.737272,4002.024384
10010242,1773.142889,975.7412008,5570.492675,3065.381388
10010243,408.1057456,197.0222499,1282.102012,618.9636529
10010244,739.6627256,401.3497372,2323.718985,1260.877386
10010245,963.5980719,523.1284381,3027.232624,1643.456458
10010246,1332.52728,724.1017855,4186.257914,2274.83285
10010247,1564.489495,868.7664561,4914.988704,2729.310316
10010248,1822.122967,1009.654919,5724.368127,3171.924476
10010249,721.7142045,401.2702817,2267.332043,1260.627769
10010250,2154.70163,1113.022958,6769.194811,3496.664749
10010251,2347.877264,1200.378304,7376.073963,3771.099662
10010252,1894.027394,918.4307808,5950.262548,2885.335394
10010253,1292.255902,625.4832973,4059.741648,1965.013732
10010254,1538.897939,704.6508981,4834.590461,2213.726085
10010255,1754.11627,814.400478,5510.718788,2558.514559
10010256,2128.58893,1012.007493,6687.159344,3179.315306
10010257,2042.416072,1017.256929,6416.439326,3195.806894
10010258,1988.359904,1010.627212,6246.616866,3174.979024
10010259,1811.933503,901.6671726,5692.356983,2832.670965
10010260,1946.395281,966.6208236,6114.781117,3036.728878
10010261,2145.168322,1038.937502,6739.24504,3263.918425
10010262,2178.13158,989.8321522,6842.80217,3109.649418
10010263,2148.392041,970.5665078,6749.372653,3049.124611
10010264,2331.995981,1029.220203,7326.181442,3233.39063
10010265,2266.15425,1011.864196,7119.333544,3178.865126
10010266,2262.565877,1008.607654,7108.060338,3168.634395
10010267,2273.308484,960.4319193,7141.809231,3017.285862
10010268,2194.746158,926.0793678,6894.998405,2909.364139
10010269,1741.489389,700.469617,5471.050271,2200.590203
10010270,1606.740449,688.8906737,5047.72399,2164.21388
10010271,1432.076704,518.3826009,4499.001653,1628.546971
10010272,1684.501724,638.3345525,5292.01824,2005.387141
10010273,1457.536452,572.9912488,4578.98581,1800.105098
10010276,1758.16466,775.5374718,5523.43718,2436.422824
10010277,1384.008201,612.3612225,4347.989996,1923.789518
10010278,1680.067765,755.6932131,5278.088548,2374.080247
10010279,1940.637585,942.1368737,6096.692781,2959.810281
10010280,1133.444005,531.6780163,3560.819361,1670.31575
10010281,1095.694023,486.3923277,3442.224295,1528.046563
10010282,996.7871272,444.7673495,3131.499116,1397.277838
10010283,942.9295172,524.1250249,2962.300444,1646.587328
10010284,1536.520773,807.0990818,4827.122373,2535.576546
10010285,1569.57618,818.9502023,4930.968997,2572.807939
10010286,792.4853214,485.7485804,2489.666064,1526.024172
10010290,1613.606033,977.2324726,5069.292859,3070.066357
10010294,2236.804055,1376.589198,7027.127186,4324.682511
10010295,1875.994182,1154.852365,5893.609541,3628.075706
10010296,1930.023809,1163.480582,6063.348618,3655.182049
10010297,2712.89823,1551.253538,8522.821148,4873.406717
10010298,2685.490048,1559.940357,8436.715805,4900.697165
10010299,2574.680165,1542.584785,8088.596292,4846.173029
10010300,3089.666631,1804.452249,9706.47399,5668.85393
10010301,2729.414784,1607.606366,8574.709433,5050.44435
10010302,2661.649412,1556.126346,8361.818239,4888.715095
10010303,2836.27028,1662.196055,8910.405876,5221.942917
10010304,2738.878029,1597.309681,8604.439094,5018.09636
10010305,2315.028783,1327.031619,7272.877418,4168.992786
10010306,2360.101735,1319.269942,7414.478273,4144.608758
10010307,2883.359594,1645.877816,9058.341319,5170.677656
10010308,3395.854761,1928.264227,10668.39237,6057.820729
10010309,3169.079156,1761.310573,9955.955796,5533.320356
10010310,2414.99454,1249.055625,7586.929107,3924.023974
10010334,975.0659818,470.8819886,3063.260125,1479.319396
10010337,1247.913164,586.7398909,3920.43483,1843.297731
10010338,1432.963774,650.325194,4501.788464,2043.056852
10010339,2051.519026,905.5706828,6445.0371,2844.934204
10010340,2228.668917,981.8354875,7001.569898,3084.527155
10010341,2462.043178,1060.392021,7734.736761,3331.319783
10010342,2535.552164,1087.499903,7965.672052,3416.481705
10010343,2329.676824,997.6121772,7318.895596,3134.091087
10010344,2048.57536,846.8897577,6435.789301,2660.582641
10010345,1588.935042,660.9590438,4991.786655,2076.464076
10010346,1935.183726,844.1706444,6079.558976,2652.040295
10010348,950.4542162,416.371692,2985.939983,1308.070249
10010356,2150.589656,971.5615544,6756.276664,3052.250642
10010357,1432.330166,665.6383432,4499.797927,2091.164529
10010457,1678.399395,810.945488,5272.84721,2547.660387
10010458,1989.297781,966.7613109,6249.563296,3037.170232
10010459,2426.439479,1177.452489,7622.884443,3699.07609
10010460,1818.684641,919.625166,5713.566309,2889.087666
10010461,2616.819433,1276.886291,8220.980707,4011.456591
10010482,1880.55329,1099.4984,5907.932399,3454.176096
10010484,1981.477695,999.0239938,6224.995769,3138.52644
10010485,1845.054522,795.4081233,5796.409732,2498.848317
10010486,508.1016202,298.653727,1596.248317,938.2483549
10010488,2047.43693,1036.502722,6432.212818,3256.269336
10010489,1681.903072,825.2833203,5283.854337,2592.704016
10010490,1301.087473,624.3813581,4087.486847,1961.551888
10010491,489.582903,217.6708522,1538.070051,683.83315
10010492,1256.292206,581.178236,3946.758365,1825.825277
10010493,999.4411682,480.8163065,3139.837032,1510.528976
10010494,1168.690908,544.0328751,3671.550772,1709.129684
10010495,1124.225683,517.4512481,3531.859146,1625.62104
10010496,45.67416743,26.56490153,143.4896289,83.4560995
10010497,1.543843198,0.99836116,4.85012645,3.136444086
10010498,98.16710589,48.35054268,308.4010587,151.8977097
10010499,0.473051236,0.338876795,1.486134286,1.064612851
10010500,39.80471754,28.5583846,125.0502082,89.71881125
10010501,1.541849567,1.047076945,4.843863274,3.289489238
10010502,4.902567375,4.744749381,15.40186965,14.9060698
10010503,39.19538921,28.53989199,123.1359468,89.66071502
10010504,71.06138772,34.35358987,223.2459336,107.9249856
10010505,129.6497257,61.97412499,407.3066257,194.6974558
10010506,160.3017634,72.56657058,503.6028422,227.974605
10010507,166.6604235,71.63604328,523.5791622,225.0512673
10010508,59.87793106,25.23330976,188.1120683,79.27278055
10010509,108.9423815,47.47451749,342.2525853,149.1455954
10010510,477.3053198,222.9549908,1499.498886,700.4337612
10010511,463.1729043,215.6174113,1455.100593,677.3820754
10010512,404.9176428,177.6886832,1272.086292,558.2254619
10010513,300.4671753,130.1122458,943.9454706,408.7596756
10010514,557.9903572,274.9340242,1752.978407,863.7307105
10010515,423.9026819,208.6938325,1331.729551,655.6310109
10010516,561.7390881,259.7432398,1764.755392,816.0074541
10010517,408.7658384,181.321541,1284.175755,569.6384212
10010518,470.7154879,199.0749386,1478.796319,625.4123646
10010519,442.065864,193.5391631,1388.790871,608.0212128
10010520,90.04096011,38.63344564,282.8720188,121.370549
10010521,183.6320577,85.8717979,576.8971234,269.7742094
10010522,323.1578208,169.2290588,1015.230236,531.6487678
10010523,311.4789743,157.2396807,978.5400575,493.9830258
10010524,343.9467225,181.5917011,1080.540497,570.4871541
10010525,144.7486216,63.41706717,454.7412062,199.2305923
10010526,99.4152772,45.34824766,312.3223045,142.4657217
10010527,43.90423689,21.3827602,137.9292281,67.17592237
10010528,34.06610449,13.64309738,107.0218236,42.86105449
10010529,256.51587,103.2445888,805.8683729,324.3524418
10010530,200.798693,86.18821222,630.8276988,270.7682543
10010531,89.09904297,43.11321074,279.9128988,135.4441461
10010532,315.472759,145.4874183,991.0869022,457.0622045
10010533,281.9419556,130.0334756,885.7467765,408.5122115
10010534,87.24636603,35.9596253,274.0925426,112.9704947
10010535,208.7789893,103.7121878,655.898539,325.8214473
10010536,194.9908088,99.33347913,612.5816926,312.0653283
10010537,467.5139792,213.025604,1468.738482,669.2396726
10010538,477.6222179,210.4623225,1500.494451,661.1868864
10010539,388.7680648,177.1497092,1221.350896,556.5322249
10010540,367.7146621,152.1956145,1155.209681,478.1366244
10010541,257.4461283,112.2026398,808.7908655,352.4949891
10010542,120.7795778,50.61834749,379.4402342,159.0222286
10010543,132.7169134,56.22163519,416.9424802,176.6254761
10010544,219.8292127,89.1905241,690.6138396,280.2002953
10010545,59.52703763,27.37352159,187.0097041,85.99645433
10010546,100.3392874,46.25612078,315.2251681,145.3178892
10010547,77.15492381,26.51420498,242.3893418,83.2968316
10010548,194.0672844,93.18433703,609.680355,292.7472286
10010549,133.5791322,66.81195459,419.6512204,209.8959457
10010550,104.2499238,51.78443905,327.5107947,162.6856133
10010551,77.81903407,38.73281608,244.4757057,121.6827304
10010552,121.4103918,82.41680469,381.4219949,258.9200282
10010553,66.53769228,34.51221979,209.0343253,108.4233361
10010554,74.78741875,44.51326768,234.9516053,139.8425547
10010555,46.13686979,22.60793913,144.9432512,71.02493547
10010556,18.22398433,10.38478403,57.25233529,32.62476123
10010557,64.07467982,38.22519887,201.2965434,120.088004
10010558,102.3240554,57.23023805,321.4605008,179.7940954
10010559,32.15452589,20.17317642,101.0164223,63.37590285
10010560,62.03319661,31.03447578,194.8830348,97.49768113
10010561,24.84791513,12.86145583,78.06202763,40.40545514
10010562,14.54340657,8.258640734,45.68945923,25.94528506
10010563,23.0373421,12.54831022,72.37394471,39.42167921
10010564,34.88550177,14.15656414,109.5960361,44.47415791
10010565,49.26348991,22.12948592,154.765818,69.52183038
10010566,76.76637231,35.41926553,241.1686713,111.2729044
10010567,52.98041934,22.47614049,166.4428962,70.61087784
10010568,181.3660335,68.24401946,569.7781983,214.3949102
10010569,222.9451386,83.32652126,700.4028094,261.777987
10010570,196.2407757,81.00411817,616.5085791,254.4819426
10010571,90.42046405,36.6173,284.0642656,115.0366407
10010572,670.991835,284.6380408,2107.983019,894.2167779
10010573,657.8742311,252.9507887,2066.772851,794.6683395
10010574,960.4521455,365.2379629,3017.349404,1147.428901
10010575,301.3509576,101.5269437,946.7219546,318.9563003
10010576,740.8509918,285.6376499,2327.452033,897.3571425
10010577,780.8544212,313.8012515,2453.126513,985.8357065
10010578,618.2766082,254.1562622,1942.37325,798.4554463
10010579,606.7410337,255.7119977,1906.133174,803.3429335
10010580,793.8889756,329.4005006,2494.075774,1034.842193
10010581,849.361703,347.3230745,2668.348486,1091.147619
10010582,961.5118428,388.2659473,3020.678542,1219.773448
10010583,1039.606135,414.87871,3266.018997,1303.379908
10010584,955.1844992,379.8184906,3000.800606,1193.23498
10010585,858.9145019,344.8783642,2698.359489,1083.467335
10010586,726.6432201,297.2760652,2282.817002,933.9203026
10010587,593.9229415,250.2904827,1865.86395,786.3107416
10010588,652.6643813,262.2929905,2050.405626,824.0177321
10010589,579.0516183,239.9907195,1819.14431,753.9530813
10010590,383.4415672,165.4628204,1204.61721,519.8167809
10010591,492.7300007,203.3698983,1547.95695,638.9053785
10010592,380.7248821,146.6024006,1196.082493,460.5650249
10010593,915.7478282,355.0632538,2876.90665,1115.46411
10010594,828.8469304,317.4833116,2603.899428,997.4032392
10010595,1051.43686,408.3353052,3303.186314,1282.823195
10010596,1099.915478,423.2821109,3455.486385,1329.77997
10010597,1087.306396,427.560423,3415.873787,1343.220684
10010598,1107.308094,446.1985219,3478.710972,1401.773998
10010599,1038.357891,415.1954405,3262.097522,1304.374946
10010600,983.9171664,399.7504841,3091.066942,1255.853184
10010601,700.7593825,285.5483559,2201.500528,897.0766171
10010602,875.001087,371.4010253,2748.896987,1166.790733
10010603,1007.764853,424.4366655,3165.986659,1333.40711
10010604,596.7041362,239.3410619,1874.601331,751.9121219
10010605,308.4554446,111.5087612,969.0413588,350.3151051
10010606,1006.945413,413.3777273,3163.412313,1298.664431
10010607,1194.547657,491.8593563,3752.782144,1545.22174
10010608,1114.023603,453.5038569,3499.808366,1424.724385
10010609,561.4545259,222.4252755,1763.861414,698.7696116
10010610,1086.050291,454.8715517,3411.927615,1429.021125
10010611,1260.743048,506.8748591,3960.741098,1592.394334
10010614,984.3789747,390.0741921,3092.517755,1225.454216
10010615,1091.413482,423.9242724,3428.776576,1331.79738
10010616,1529.990149,645.4136474,4806.605811,2027.626773
10010617,1461.77504,621.5127848,4592.301726,1952.539999
10010618,1486.692745,630.0939848,4670.583005,1979.498634
10010619,1372.757866,586.6079387,4312.646026,1842.883191
10010620,1101.163171,504.201226,3459.406128,1583.994868
10010621,1440.983409,658.5578794,4526.982893,2068.920596
10010622,1569.735419,725.8362815,4931.469261,2280.28193
10010623,1713.479677,797.7673981,5383.055165,2506.260197
10010624,2078.129655,989.0882222,6528.636856,3107.312293
10010625,2282.491726,1077.538186,7170.659239,3385.186049
10010626,2386.522431,1126.850401,7497.481338,3540.104942
10010627,2476.288372,1156.032757,7779.489357,3631.784018
10010628,2132.514086,997.5948634,6699.490586,3134.036694
10010629,2541.639423,1169.621414,7984.79574,3674.474042
10010630,2536.121844,1184.559206,7967.461754,3721.402501
10010631,2327.305941,1083.598744,7311.447247,3404.225854
10010632,1815.250599,847.0626049,5702.777946,2661.125657
10010633,1992.58494,933.6228909,6259.890209,2933.062815
10010634,1239.884013,572.2567025,3895.210506,1797.797453
10010635,1307.363684,606.4999113,4107.204144,1905.375666
10010636,1740.481419,811.5291581,5467.88364,2549.494041
10010637,1217.936647,522.2052944,3826.260822,1640.556317
10010638,2437.979767,1066.297476,7659.139327,3349.872316
10010639,2264.844,1016.052688,7115.217273,3192.02366
10010640,2443.64418,1101.337672,7676.934603,3459.954339
10010641,2446.190015,1091.284006,7684.93258,3428.369815
10010642,2431.845563,1078.836192,7639.868155,3389.263854
10010643,1200.688065,561.2850465,3772.072805,1763.328979
10010644,952.9941519,435.7336632,2993.919426,1368.897675
10010645,1108.552249,523.0133923,3482.619602,1643.095031
10010646,1118.393277,528.7939657,3513.536103,1661.255238
10010647,1496.613793,709.8354929,4701.750897,2230.01397
10010648,1310.740661,614.1255038,4117.813232,1929.332171
10010649,1607.125532,751.2450608,5048.933766,2360.105964
10010650,1921.729076,893.9576315,6037.289948,2808.450728
10010651,1449.523482,664.6778584,4553.812322,2088.147077
10010652,1352.07758,610.4275472,4247.676993,1917.714698
10010653,883.2561394,380.7218084,2774.830999,1196.072836
10010654,2410.61839,1038.698434,7573.181025,3263.167369
10010655,2334.112005,983.1212253,7332.829129,3088.566419
10010656,2165.986356,904.5860839,6804.646825,2841.840996
10010657,2380.686782,1010.442852,7479.148104,3174.39984
10010658,2090.010774,892.0548537,6565.962494,2802.472975
10010659,2019.970054,848.782941,6345.923082,2666.530252
10010660,1828.910653,769.3779193,5745.692272,2417.072019
10010661,1658.989254,691.6900162,5211.868452,2173.008273
10010662,1728.084498,723.7401743,5428.937563,2273.696815
10010663,1334.051543,542.6194937,4191.046527,1704.689415
10010664,1915.177482,789.7101478,6016.707508,2480.947599
10010666,136.1732941,51.55693997,427.8010203,161.9709039
10010667,780.1520321,296.526104,2450.919893,931.56423
10010668,123.5537862,49.85888755,388.1556672,156.6363148
10010669,193.3003565,71.73881663,607.2709798,225.3741393
10010670,1185.811864,458.849721,3725.337839,1441.518913
10010671,1242.870613,485.0166651,3904.593188,1523.724792
10010672,1184.586007,460.8815902,3721.486697,1447.902218
10010673,1200.907441,470.9747075,3772.761993,1479.610681
10010674,1155.008875,450.5555407,3628.567397,1415.461977
10010675,953.7820003,366.7058967,2996.394525,1152.040551
10010676,160.2173541,65.2784572,503.3376627,205.0783216
10010677,948.6919944,374.8614284,2980.4038,1177.661909
10010678,33.51162535,12.22647484,105.279876,38.41060354
10010679,207.9052183,79.97371083,653.1535066,251.2448224
10010680,173.802142,71.45520164,546.0155324,224.4831365
10010681,8.124614551,3.078106001,25.52422939,9.670155199
10010682,86.65687234,34.97892469,272.2405935,109.8895328
10010683,26.17957102,10.1477816,82.245548,31.88019613
10010684,139.621974,58.2992422,438.6353679,183.152471
10010685,224.5187148,78.08320311,705.3463452,245.3056173
10010686,33.64956663,16.26525414,105.7132313,51.09880291
10010687,0.156659767,0.439852422,0.492161172,1.381837136
10010688,85.65019921,30.15050161,269.0780366,94.72059437
10010689,13.3382297,5.816796239,41.90328442,18.27400433
10010690,5.149318358,22.41467644,16.17706072,70.41778284
10010691,20.58795099,18.27126581,64.67895559,57.40087445
10010692,2.952269502,11.19763606,9.274828179,35.1784112
10010693,0.466443216,2.850486322,1.465374582,8.955066888
10010694,33.38716046,16.5057807,104.888858,51.85443939
10010695,132.1199644,63.18567625,415.0671097,198.5036563
10010696,181.4028,88.51960422,569.8937038,278.0925383
10010697,85.84006179,41.47831856,269.6745075,130.3079809
10010698,2.010823114,1.03013352,6.317187123,3.2362599
10010699,73.0281697,40.54400949,229.4247614,127.3727624
10010700,11.25524056,7.059329577,35.35938105,22.17753794
10010701,21.36986689,9.135828564,67.13541684,28.7010519
10010702,48.04119435,28.08580184,150.9258633,88.23414873
10010703,40.87068502,23.81041748,128.3990438,74.80263262
10010704,16.29499038,12.70948064,51.19222206,39.92801102
10010705,3.820125744,2.804134855,12.00127897,8.809449459
10010706,0,0.055341489,0,0.173860417
10010707,64.02243254,37.49043167,201.1324037,117.7796647
10010708,20.17749119,11.27549363,63.38945808,35.42300795
10010709,0,0,0,0
10010710,12.58147279,14.75813069,39.5258625,46.36403496
10010711,3.911066931,2.429139517,12.28697914,7.631366862
10010712,203.3428822,113.8412914,638.8205048,357.6429649
10010713,201.7172536,112.152042,633.7134421,352.3360314
10010714,0.276102751,0.572810185,0.867402374,1.799536268
10010715,15.23903603,8.929122676,47.87484365,28.0516662
10010716,56.95405844,31.00159039,178.9264516,97.39436861
10010717,28.92558797,14.60358373,90.87241467,45.87851137
10010718,16.99818393,8.272483495,53.40136977,25.98877338
10010719,21.15851449,10.37430494,66.47143367,32.59184017
10010720,24.55080105,11.14389622,77.12861621,35.0095825
10010721,122.8708812,74.01117073,386.0102576,232.5129502
10010722,0.092740795,0.080375356,0.291353801,0.252506627
10010723,16.92517477,15.69322344,53.17200473,49.30171548
10010724,6.103032026,4.861244525,19.17324058,15.27205009
10010725,5.178893276,3.068973793,16.26997307,9.641465522
10010726,6.76526724,5.545426925,21.25371386,17.42147249
10010727,3.258224465,3.377427799,10.23601404,10.61050236
10010728,1.291777362,1.137742559,4.05823827,3.574323664
10010729,18.97881613,11.24917651,59.62370933,35.34033029
10010730,22.65741482,13.70315194,71.18036793,43.04972146
10010731,1.302150143,0.825621942,4.090825324,2.593767828
10010732,0.026620131,0.140199358,0.083629609,0.440449274
10010733,21.03721915,16.63567438,66.09037313,52.26251243
10010734,47.76619668,29.02912075,150.0619326,91.19767248
10010735,38.73174548,25.04850096,121.6793671,78.69218661
10010736,18.86743376,12.29871986,59.27379128,38.63756798
10010737,0.25004086,0.232845111,0.78552653,0.731504491
10010738,33.27097822,14.87020257,104.5238608,46.71611914
10010739,10.72921192,11.18956393,33.70681335,35.15305183
10010740,0.957176941,1.58855837,3.007060045,4.990603304
10010741,7.465816438,7.769825754,23.45455408,24.40962751
10010742,61.1645289,38.68439525,192.1540347,121.5306119
10010743,32.00570998,14.14980248,100.5489033,44.45291551
10010744,39.51446196,21.08324106,124.1383434,66.23495522
10010745,8.652315175,6.894871698,27.18204979,21.66087827
10010746,1.866834649,1.752223887,5.864834019,5.50477369
10010747,29.16003533,30.53063086,91.60895278,95.91480562
10010748,48.2425295,31.79818223,151.5583763,99.8969357
10010749,3.42059823,1.609693285,10.74612627,5.057000598
10010750,27.91431275,15.60249941,87.69539987,49.01669752
10010751,6.756924589,5.309991983,21.22750465,16.6818318
10010752,15.23305678,7.930432089,47.85605927,24.91418719
10010753,111.9894495,56.80886656,351.8252318,178.4703179
10010754,164.0086284,85.2758143,515.248302,267.9018717
10010755,129.4094915,67.8387757,406.5519079,213.1217994
10010756,247.5830254,150.7680766,777.8050139,473.651882
10010757,261.0548583,140.3945912,820.1280251,441.0626162
10010758,263.764755,142.0323948,828.6414166,446.2079279
10010759,180.1690167,104.3933693,566.0176593,327.9614419
10010760,178.1095872,101.3268617,559.5477706,318.3277242
10010761,36.73734998,17.61430706,115.4137888,55.33697765
10010762,71.65533195,31.17418344,225.1118644,97.93658569
10010763,82.25038167,31.93658941,258.3971948,100.3317547
10010764,146.8845642,65.10823183,461.4514677,204.5435428
10010765,198.5523348,93.22200071,623.7705562,292.8655526
10010766,206.6825837,83.7960869,649.3124867,263.253171
10010767,139.8716674,64.49868571,439.4198029,202.6285972
10010768,41.89986968,17.08938174,131.6323228,53.68787611
10010769,179.5862614,74.11955519,564.1868795,232.8534501
10010770,297.3825401,119.7407884,934.2548034,376.1767811
10010771,150.7856832,53.97637085,473.7071945,169.5717701
10010772,75.84948634,28.11596007,238.288189,88.3288936
10010773,85.61198218,42.64196996,268.9579743,133.9636996
10010774,488.5132695,235.2804574,1534.709699,739.1553566
10010775,880.959299,316.9068312,2767.615262,995.5921727
10010776,265.3222959,92.36531949,833.5345756,290.1742092
10010777,144.3046146,51.49841613,453.346317,161.7870458
10010778,446.1965374,169.1666335,1401.767764,531.452653
10010779,420.9803353,168.8379907,1322.548729,530.4201911
10010780,563.8186174,227.4936376,1771.288426,714.6923407
10010781,210.8477125,72.24139853,662.3976247,226.9530469
10010782,520.6543226,217.259416,1635.683795,682.5405852
10010783,514.8002701,215.4000597,1617.292747,676.699245
10010784,375.2538256,153.3696454,1178.894662,481.8249513
10010785,278.889684,112.7783162,876.1577824,354.3035296
10010786,79.02634532,29.90999687,248.2685859,93.96502642
10010787,111.299311,40.85042763,349.6570979,128.3354033
10010788,32.36296134,12.44046035,101.6712416,39.08285885
10010789,24.730949,9.363451787,77.69456768,29.41615135
10010790,118.4187413,52.00829163,372.0234476,163.3888669
10010791,171.3442732,76.93277446,538.29391,241.6914391
10010792,145.2270745,55.33391218,456.2443103,173.836612
10010793,88.24513929,31.93113538,277.2302813,100.3146203
10010794,120.7136966,46.38342041,379.2332624,145.7178128
10010795,188.4815132,71.69079194,592.1321371,225.2232653
10010796,144.5568227,56.23768219,454.1386523,176.6758892
10010797,27.92971041,11.08299234,87.74377303,34.81824732
10010798,118.801993,49.71078894,373.2274684,156.1710493
10010799,248.0310767,96.7270226,779.2126083,303.8769036
10010800,251.0102334,104.5689581,788.5719054,328.5130706
10010801,419.3033262,154.5207276,1317.280249,485.4411827
10010802,169.0674341,73.18003111,531.141009,229.9018481
10010803,340.8674457,130.5697204,1070.866663,410.1968745
10010804,375.6286013,154.5133108,1180.072054,485.4178822
10010805,622.0800616,254.4846186,1954.322151,799.4870084
10010806,650.1832086,274.7074509,2042.610792,863.0189098
10010807,218.9520723,113.7251579,687.8582218,357.2781207
10010808,329.8126863,174.9959723,1036.137112,549.7660608
10010809,189.1645957,99.78850307,594.2781041,313.4948282
10010810,275.3410777,147.9956969,865.0095071,464.9421942
10010811,116.9946284,64.21872335,367.5494651,201.7490695
10010812,1070.431616,467.8541331,3362.860102,1469.807108
10010813,240.0575756,123.5522369,754.1631158,388.1507997
10010814,1080.910876,514.2028031,3395.781667,1615.415749
10010815,1085.093502,537.8593287,3408.921775,1689.734916
10010817,985.1321093,392.2217432,3094.883797,1232.200947
10010818,1160.64986,455.6717184,3646.289075,1431.534923
10010820,1205.912365,471.8938108,3788.485425,1482.498129
10010821,371.5788436,154.5043069,1167.349365,485.3895956
10010822,1264.516896,601.60172,3972.596991,1889.987544
10010823,1343.688913,630.2046146,4221.323216,1979.846187
10010824,748.0690899,336.4413387,2350.128357,1056.961638
10010825,1073.98869,391.5591543,3374.034978,1230.119363
10010826,1311.324748,505.5965997,4119.648195,1588.378563
10010827,1147.0565,424.6033149,3603.584274,1333.930655
10020079,1.316886907,0.923200089,4.137122234,2.900318616
10020080,0,0.404567518,0,1.270986343
10020081,0.058869428,0.146781108,0.184943764,0.461126452
10020082,34.39251288,14.6514081,108.0472658,46.02875605
10020083,64.33328114,33.27373242,202.1089634,104.5325133
10020084,23.45244145,11.72622072,73.67801776,36.83900888
10020085,37.27965871,19.89562377,117.1175019,62.50394547
10020086,9.71215002,6.628927791,30.51161915,20.82539085
10020087,40.42535555,21.00845249,127,66
10020088,61.87663242,33.68342531,194.3911738,105.8196015
10020089,31.8372156,16.34596629,100.0195627,51.35236761
10020090,5.334440246,2.39793105,16.75863829,7.53332257
10020091,65.49017226,31.56000693,205.743444,99.14868593
10020092,30.96716717,16.2633324,97.28622487,51.09276558
10020093,2.302553837,1.031206971,7.233686218,3.239632244
10020094,9.049895749,4.573807868,28.431086,14.3690412
